Tiempo [s]/	Frecuencia [Hz]	/	Intesidad [dB] 	/	Formante 1 [Hz]	/	Formante 2 [Hz]	/	Formante 3 [Hz]
3.2710    /	nan            	/	35.76          	/	nan            	/	nan            	/	nan            
3.2810    /	nan            	/	36.74          	/	nan            	/	nan            	/	nan            
3.2910    /	nan            	/	36.05          	/	nan            	/	nan            	/	nan            
3.3010    /	nan            	/	34.34          	/	nan            	/	nan            	/	nan            
3.3110    /	nan            	/	33.35          	/	nan            	/	nan            	/	nan            
3.3210    /	nan            	/	32.97          	/	nan            	/	nan            	/	nan            
3.3310    /	nan            	/	33.62          	/	nan            	/	nan            	/	nan            
3.3410    /	nan            	/	33.82          	/	nan            	/	nan            	/	nan            
3.3510    /	nan            	/	33.27          	/	nan            	/	nan            	/	nan            
3.3610    /	nan            	/	33.76          	/	nan            	/	nan            	/	nan            
3.3710    /	nan            	/	33.76          	/	nan            	/	nan            	/	nan            
